Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,51.31000137,,,,,,,,,,,,,,,,,,,47.21340179,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,66.36000061,,,,,,,,,,40.65000153,,,,,,,,,,,,,,,,,,,41.38909912,,,,,,17.20439911,,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,32.06999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,63.04000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,,55.08000183,,,,,,,,,,39.88999939,,,,,,,,,,31.70000076,31.70999908,42.71269989,41.51269913,40.55889893,38.92210007,38.20009995,39.2018013,39.90499878,39.44110107,38.51350021,37.88040161,37.50619888,36.94900131,36.70899963,36.93690109,35.50009918,40.32160187,39.73180008,38.73059845,36.37659836,36.24140167,34.9341011,37.27230072,33.69010162,32.18740082,30.98159981,30.0522995,30.6583004,30.02269936,29.11849976,29.12140083,28.38290024,28.02429962,25.97130013,24.64529991,25.04859924,23.27079964,22.47109985,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.59000015,,,,,,,,,,60.5,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,23.82999992,,,,,,,,,,74.5,,,,,,48.40999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,50.75999832,,,,,,,,,47.58000183,,,,,42.22000122,46.79999924,49.29999924,43.18000031,,,,45.02999878,,54.00999832,,53.49000168,,,,,44.68999863,,,,,52.54999924,,,,62.94229889,55.11410141,,59.13000107,,,,51.0298996,53.26190186,57.91569901,49.84180069,51.6108017,52.24079895,52.51599884,52.47679901,,,
Guam,GUM,54.83000183,,,,,,,,,,62.5,,,,,,,,,,58.91999817,,,38.27000046,,,46.61000061,,48.13000107,,66.91999817,,,,,,,,,,,,43.59999847,,47.09999847,51.40000153,51.70000076,44.79999924,,44.40000153,,46.09999847,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,52.65999985,,,,,,,53.15000153,,,,,,51.45999908,,,,,,,,,48.83000183,,,,,,,,,,,,,,,,48.64659882,,
High income,HIC,,,,,,,,,,,,,,,,,,,,,56.41836275,56.73314433,55.5884432,55.83976967,56.77171428,56.58014314,56.63811708,56.97150996,55.64161656,56.13145577,55.58621838,54.8867804,53.35172626,52.85373822,52.69234893,51.9810744,51.52652224,51.07717273,51.14526633,50.47069776,50.67405544,50.26445441,49.73673438,49.7960783,49.73431363,49.75577123,48.79124097,48.42052063,48.17324693,47.09312918,47.12470115,45.92691483,46.05362761,45.87109163,45.85982784,45.80284746,46.02876023,47.33966605,46.60769369,47.96738851,
"Hong Kong SAR, China",HKG,,62.77999878,,,,,60.65000153,,,,,65.15000153,,,,65.01000214,66.48000336,,,61.13999939,63.29999924,66.31999969,63.74000168,65.22000122,65.91000366,62.38000107,62.68000031,61.11999893,59.70999908,57.95000076,56.77000046,56.09999847,54.65000153,53.68999863,52.45999908,50.27000046,50.25,49.49000168,49.27999878,47.5,45.59999847,44.91999817,44.86000061,44.43000031,44.29000092,43.86999893,42.88999939,42.70999908,40.70000076,39.22000122,36.04999924,36.34999847,36.95000076,38.86999893,38.5,40.22999954,40.68000031,,,,
Honduras,HND,,,,,,,,,,,,,,,47.88000107,,,,,,,,,,,,,,,,,,,48.59999847,51.79999924,,,,,58.77999878,,53.93000031,52,52.20000076,,52.70679855,49.80390167,48.32860184,49.43980026,50.42910004,51.46649933,49.88750076,48.11029816,53.18230057,53.79729843,54.58509827,53.3791008,54.96960068,57.56800079,53.77890015,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.22999954,,,,,,,,,,,40.38339996,38.43220139,40.02959824,38.13610077,35.9068985,36.61420059,36.6352005,36.29320145,35.85150146,32.46340179,30.08720016,29.86560059,33.63059998,33.19079971,37.23699951,35.68389893,33.4939003,33.20360184,
Haiti,HTI,,,,,,,,,,,,71.73000336,,,,,,,,,58.58000183,,51.25,,,52.5,,,,,46.15000153,,,,,39.72999954,,,,,33.93999863,,,,,36.06999969,,,,,,,,,,,,,,,
Hungary,HUN,62.88999939,,,,,,,,,,61.90999985,,,,,,,,,,61.47999954,,,,,,,,,,51.52999878,,43.57899857,40.85900116,38.96500015,38.4129982,33.93790054,34.39400101,39.63029861,39.7845993,37.75419998,34.0727005,32.32440186,30.58270073,27.25020027,27.07290077,26.7215004,25.72870064,25.12759972,24.65889931,24.80349922,24.28750038,25.69420052,27.38599968,29.52319908,31.01819992,32.2901001,32.43790054,32.26319885,32.1894989,
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2477814,,,,,,,,,,44.82932804,,,,,,,,,,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.96840952,,,,,,,,,,44.86443523,,,,,,,,,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,39.03710062,,,38.65117699,,,,,37.15458148,,,,,,,,,,,,,41.88581681,,,,,,,37.45535694,,33.27595319,,,,,,,
Indonesia,IDN,,51.22000122,,,,,,,,,,46.75,,,,,,,,,46.52999878,,,,,,,,,,50.98490143,51.37939835,51.46709824,50.06650162,52.97480011,,52.12889862,50.65999985,50.2804985,51.6026001,51.80160141,50.66680145,50.05239868,49.2765007,50.41189957,47.61380005,48.61439896,50.56560135,49.36669922,48.05089951,47.12549973,46.76919937,48.06850052,47.05699921,45.87919998,46.30049896,46.26369858,46.6026001,47.59529877,48.06520081,
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,,,,,,,,,,,,69.66999817,,,,,60.31999969,,,,,64.91999817,,,,,,,,,,63.15000153,,,,,56.34000015,,,,,58.58000183,,,,,52.18999863,,,,,55.49000168,,,,,55.43999863,,,,
India,IND,,,,,,,,,,,,42.81000137,,,,,,,,,,54.65000153,,,,,,,,,,44.63999939,,,46.32580185,,,,,,44.29990005,42.43000031,,,,43.7582016,,,,,35.6446991,,32.57400131,,,,,,26.5781002,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,71.05999756,,,,,69.47000122,,,,,63.20000076,,,,64.5,,60.13999939,,,,60.59000015,,60.42169952,59.04560089,57.73699951,56.35559845,54.37810135,52.23139954,50.8404007,49.94369888,49.03749847,46.03910065,46.68669891,46.3757019,44.95560074,43.46879959,45.57229996,48.50180054,50.5943985,51.4314003,49.86009979,48.73400116,49.41839981,48.88019943,53.28279877,54.99020004,69.37180328,65.96369934,60.05929947,53.86199951,51.36940002,50.27289963,49.88999939,48.05490112,47.42340088,50.46210098,46.68560028,46.72050095,47.06169891,
"Iran, Islamic Rep.",IRN,,,,,,,45.47000122,,,,,,33.40000153,,,,41.75999832,,,,,,,,,,38.84999847,,,,,37.27000046,,,,,30.72999954,,,,,,,,,35.13999939,,31.56999969,29.20000076,29.62000084,29.26000023,,,,24.64999962,25.06999969,26.62000084,27.78000069,27.25,,
Iraq,IRQ,,,,,,,,,,,,,,,,,,39.61000061,,,,,,,,,,35,,,,,,,,,,36.04000092,,,,,,,,,,31.4435997,,,,,29.96339989,,31.05999947,,29.12000084,27.39999962,,,
Iceland,ISL,62.40000153,,,,,,,,,,,,,,,67.25,67.36000061,67.44000244,,72.12000275,,72.08999634,72.22000122,74.70999908,,,,,,,,59.48600006,60.48600006,58.1609993,58.47700119,70.33889771,65.84089661,65.91490173,72.09380341,71.771698,77.29689789,79.91899872,71.37850189,80.39969635,79.32569885,76.09369659,78.62650299,79.87529755,78.14890289,73.11000061,73.66919708,73.07900238,75.67949677,78.00879669,78.18560028,80.18240356,83.02059937,82.26889801,80.30220032,78.55259705,
Israel,ISR,,,,,,,,,,,,,36.90999985,,31.80999947,,30.39999962,,31.77000046,30.55999947,30.25,30.01000023,29.43000031,32.77999878,,,31.29999924,30.14999962,31.63999939,31.71999931,53.78099823,55.18199921,56.18099976,60.19400024,61.8370018,61.68799973,60.26200104,59.2159996,57.22000122,57.02299881,58.34400177,57.43199921,53.4280014,53.59600067,54.44499969,55.77000046,56.22399902,55.57300186,53.96900177,52.73899841,52.68199921,50.43500137,49.50799942,49.61000061,49.72900009,48.9679985,48.47800064,48.28900146,47.06999969,45.99200058,
Italy,ITA,,59.83000183,,,,,,,,,,53.81000137,,,,,,44.45000076,43.52999878,44.27999878,45.29999924,55.47000122,45.77999878,48.31159973,48.40039825,47.64099884,48.21870041,47.9095993,48.84349823,48.63059998,46.8362999,46.13380051,42.0943985,41.09289932,38.98929977,38.7262001,38.6556015,38.30210114,38.41019821,38.09230042,38.0644989,36.28279877,35.26990128,34.63439941,36.70679855,33.84590149,32.34749985,30.82349968,30.7458992,28.84499931,28.08480072,27.11059952,28.55610085,27.14049911,27.14240074,26.18650055,26.6067009,26.17740059,26.07559967,26.08279991,
Jamaica,JAM,71.75,,,,,,,,,,56.11999893,,,,56.65000153,57.45999908,56.65999985,,56.63000107,,29.44000053,59.27999878,62.77999878,,,32.77000046,,,38.72999954,,54.34999847,45.09000015,,,49.77000046,54.59999847,52.40000153,50.5,46.79000092,44.59999847,,41.70000076,44.40000153,40.20999908,39.43999863,,,,,,,33.40000153,33.61669922,34.72399902,33.29499817,34.04520035,36.65890121,36.47819901,34.18190002,34.88949966,
Jordan,JOR,,36.27000046,,,,,,,,,,,,,,31.28000069,,,,32.99000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72500038,
Japan,JPN,,,,,,,,,55.79999924,55,55.5,56.09999847,54.29999924,52.70000076,50,47.79999924,46.09999847,45.09999847,44.70000076,44,43.29999924,43.59999847,43.40000153,44.20000076,43.70000076,42.90000153,43.09999847,42.59999847,42.59999847,43.20000076,44.09999847,45.40000153,46.59999847,47.09999847,47.59999847,47.70000076,48.29999924,48.5,48.29999924,47.29999924,47.09999847,46.5,45.5,44.90000153,44.29999924,44.70000076,44.90000153,44.90000153,44.70000076,43.79999924,43.20000076,42.56000137,41.90000153,42.59999847,43,43,44.79999924,44.59999847,47.59999847,49.29999924,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.09000015,50.56999969,49.49000168,,,,46.93000031,,,,,,,,,,,,
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79999924,,,58.06000137,,,,,,,,,,48.90520096,,,,,,38.34999847,39.40819931,,,,,,,,,,45.08409882,,,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.47999954,,,,,,,,,,,,,47.95000076,,45.41999817,,46.50999832,,,47.93999863,47.22000122,46.52999878,44.36999893,46.97000122,44.11999893,43.22000122,41.83000183,39.66999817,38.01530075,,
Cambodia,KHM,,,68.59999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.70000076,69.37999725,67.99349976,77.15660095,,,77.73999786,,,77.62860107,74.33599854,76.5062027,79.00109863,78.79769897,61.65510178,71.88510132,72.01100159,71.86180115,72.93270111,71.62249756,,,
Kiribati,KIR,,,,,,,,,,,,,,,,,,,69.38999939,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15999985,,,,,53.66999817,,,,,25.15460014,,,,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,65.88999939,,,,,,,,,,,60.88999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,38.40000153,,,,,,41.43999863,,,,44.97999954,,,,,51.06000137,,,,,45.08300018,42.59000015,42.44900131,39.8409996,36.39899826,35.55599976,35.44400024,35.45800018,33.96300125,34.30500031,34.96099854,37.26699829,37.39400101,36.88999939,37.20500183,36.93399811,35.93399811,34.83000183,32.20899963,32.14599991,33,33.59999847,34.5,34.40000153,35.09999847,33.70000076,30.89999962,28.79999924,26.29999924,25.10000038,25.20000076,25.5,26.5,26.39999962,28.5,28.17480087,28.30529976,28.05500031,27.32760048,27.59560013,
Kuwait,KWT,,,,,,52.36000061,,,,,40.90999985,,,,,34.52999878,,,,,40.40000153,,,28.12000084,,34.95999908,,,30.45000076,,,,,,,32.84000015,,,,,,,,32.29999924,,36.97999954,,,,,,,,,,24.45999908,25.55999947,,,,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,47.84226182,,,,,,,,,,51.89485543,,,,,,,,,,53.27324159,56.08131708,58.46503258,56.57176248,,57.08831079,56.2512481,56.39976646,56.7303524,57.06706751,,56.3524152,56.35481186,56.54539151,56.19732695,55.44516526,55.75166247,54.87684527,54.07010279,54.03248978,,52.20086091,51.69413524,50.97354067,50.29744994,50.77687809,50.72875766,50.16212025,50.33478509,50.54487681,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.55999756,,,,,,,,94.90000153,,,,,,,63.24639893,,,,,,,28.37969971,,,
Lebanon,LBN,,,,,,,,,,,,,,,,36.04999924,,,,,,,,,,,,,,,,,,,,,,32.24000168,,,,,,,30.80999947,,,30.72999954,,,,,,,,,,,,,
Liberia,LBR,,,47.74000168,,,,,,,,,,,,25.37000084,,,,,,,,,,31.56999969,,,,,,,,,,,,,,,,,,,,,,,,,,31.79140091,,55.22169876,,55.31760025,55.31760025,56.94350052,,,,
Libya,LBY,,,,,32.91999817,,,,,,,,,26.79000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.69000053,,,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40999985,57.29999924,57.40000153,58.20000076,52.29999924,,,,,,,,,,60.62659836,61.93009949,55.98400116,
Latin America & Caribbean,LCN,51.66025136,,,,,,,,,,47.43470105,,,,,,,,,,51.00428319,,,,,,,,,,52.4056243,55.16127997,57.52112849,55.86626435,,56.26805033,55.59233015,55.76528301,56.06708344,56.30166085,,55.76809328,55.53359304,55.74712113,55.41994509,54.75084859,54.9781637,54.15966075,53.47727658,53.53863688,,51.59132527,51.11450989,50.50328128,49.83853398,50.22859231,50.141435,49.63864246,49.78288668,49.92785509,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,85.08000183,,,,,,,,,,80.19999695,,,,,,,,,,76.44000244,,,,,,,,,,,,,,,,,,,,57.24000168,55.47999954,54.88000107,55.59000015,53.72000122,53.84000015,53.09000015,53.97000122,52.63000107,52.11999893,50.41999817,53.68000031,53.02000046,52.22000122,51.95000076,50.63999939,,,,,
Sri Lanka,LKA,,,,44.70000076,,,,,,,,51.40999985,,,,,,,,,,,,,,50.25,48.93000031,,,,52.27999878,,47.95999908,47.29000092,49.90000153,43.16999817,43.86000061,43.79999924,49.02000046,47.31999969,43.45999908,,,45.65000153,44.27999878,41.77000046,,40.93999863,,,34.78590012,33.73809814,33.38999939,33.7521019,32.38539886,33.39099884,32.51139832,32.7663002,29.89389992,,
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46123065,,,,,,,,,46.6179588,44.07989359,,,,,,,,,39.16427668,,,,,,,,30.60733965,,
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22543334,,,,,,,,,,44.98333678,,,,,,,,,,
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,64.75,,,,,,,29.05999947,,31.95000076,,,,,45.11999893,,,,,,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,81.13077454,,,,,,,,75.17139845,,,,,,,,,,62.03168279,,,,,,,,,,53.57569814,,,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97999954,,,,,,,,43.34000015,44.14250183,43.06529999,37.31430054,32.99950027,31.72590065,32.24750137,25.77960014,25.18429947,26.29170036,27.05979919,30.02059937,29.31189919,28.42440033,28.16390038,29.29339981,31.51409912,34.22029877,33.82690048,35.34130096,35.04570007,36.48350143,37.31800079,
Luxembourg,LUX,61.40000153,,,,,,60.36999893,,,,61.86000061,,,,,,,,,,,60.81000137,,60.36660004,58.3470993,58.58229828,58.0135994,56.32279968,52.46210098,52.50999832,44.91949844,53.16870117,51.31280136,47.79550171,46.48360062,41.2118988,40.67380142,37.39360046,35.31940079,33.95589828,34.02009964,34.46360016,34.70159912,30.35140038,28.00779915,28.8321991,27.81719971,26.49449921,29.02169991,32.26210022,24.72509956,24.87280083,26.76799965,25.89949989,26.32250023,35.18429947,30.70280075,30.45429993,33.11610031,34.62129974,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.25999832,,,,,,,49.06999969,45.72999954,45.09489822,42.31549835,38.43849945,37.36149979,37.82479858,38.81819916,36.93270111,38.00510025,40.85910034,42.61259842,42.84799957,41.22869873,39.74280167,37.45560074,40.1432991,39.36429977,40.40520096,41.27489853,39.68399811,39.74200058,37.70959854,36.28710175,
"Macao SAR, China",MAC,29.37999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.54000092,53.5,53.38999939,53.18000031,55.97999954,45.95999908,43.13999939,,42,44.06999969,37.72999954,30.57999992,31.62999916,35.31000137,38.22000122,44.29000092,46.04999924,52.65999985,51.34999847,51.88999939,49.68999863,50.20000076,49.43999863,47.65000153,46.72000122,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,40.20000076,,,,,,,,,,,42.24000168,,,,,,,,,,,42.08000183,,,,,,,,35.70000076,,,,45.45000076,42.61999893,,,36.74000168,48.00999832,46.5,42.52000046,41.65999985,43.09000015,43.99000168,42.56000137,39.81999969,43.70999908,38.93999863,39.83000183,36.27000046,34.99000168,33.5,32.22999954,32.31000137,30.37000084,28.70000076,,,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.33000183,,,,,,,,,,,,,31.01000023,24.65999985,22.57999992,21.70999908,22.85000038,20.70000076,20.79999924,21.45000076,21.90909958,22.2628994,20.21590042,20.6413002,19.26479912,21.62739944,19.59939957,19.52429962,18.93009949,21.23399925,
Madagascar,MDG,,,,,,,,,,,,,,,,72.23999786,,,,,,,,,,,,,,,,,,65.01000214,,,,,,,,,,67.58000183,,73.33999634,,,,,,,90.01799774,,,74.69200134,,,,,
Maldives,MDV,,,,,,,,,,,,,,,,,,70.56999969,,,,,,,,45.22000122,,,,,40.20000076,,,,,37.38999939,,,,,39.02999878,,,,,,,,,41.86610031,,,,,52.16999817,,48.41379929,,,,
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.92105345,32.48306113,31.4977101,32.17382794,,,,28.94755585,28.33089963,28.65067476,,,,
Mexico,MEX,50.56999969,,,,,,,,,,42.06999969,,,,,,,,46.31999969,46.91999817,49.34999847,,,,,,,,,,41.11000061,52.17599869,53.33599854,54.53499985,54.12599945,54.35699844,53.0719986,53.11399841,53.77099991,52.42499924,51.52099991,49.56100082,47.24029922,47.14920044,46.95769882,47.88729858,48.38069916,48.35369873,47.72280121,46.92179871,47.0658989,46.85969925,47.2242012,46.33660126,45.54359818,44.7942009,44.19139862,43.75910187,43.74399948,44.80820084,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.34823429,,,,,,,,,,45.06651958,,,,,,,,,,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.74000168,,,46.68999863,,,43,43.5,38.79999924,37.59999847,39.90000153,35.61999893,35.29000092,,,35.77519989,35.8594017,35.91419983,35.04119873,33.33779907,32.10680008,33.55360031,33.64649963,32.44729996,32.84400177,31.31609917,32.78239822,31.83209991,32.17819977,
Mali,MLI,,,,,,,,,,,,,,,,,49.66999817,,,,,,,,,,,61.81999969,,,,,,,,,,,,,,,,,38.33000183,,67.40000153,,,,56.31999969,,,68.7990036,59.63159943,59.92979813,44.08530045,58.80490112,47.9090004,,
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.43000031,68.80000305,65.26999664,59.41999817,56.97000122,,59.41600037,64.31009674,60.3409996,60.03590012,55.3362999,53.61410141,53.03469849,54.07389832,52.69649887,51.55519867,50.93759918,51.90790176,51.70740128,53.48849869,52.895401,51.63150024,51.75099945,52.90719986,55.99029922,55.98609924,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,49.09000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85559845,,50.88529968,48.70830154,45.34019852,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57998268,32.99965326,32.29052623,31.68911583,,,,29.21757477,28.6818151,28.74800149,27.18101664,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.59999847,33.70000076,,,23.22130013,26.48340034,25.49609947,29.2071991,30.17959976,32.74760056,31.2031002,32.85649872,36.53540039,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81999969,,53.70000076,,,39.20000076,47.31999969,45.54000092,,36.5,33.61370087,31.9545002,31.82320023,32.59659958,38.33069992,31.81480026,30.60540009,29.32869911,27.90990067,26.92609978,28.8932991,31.48410034,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,49.93999863,,,,,74.44999695,,,,,68.40000153,,,,,,,,69.75,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,63.86999893,,,,,,,,,,73.52999878,,,,,,,,,,,,,,,,,75.08000183,,,,,,,,,,,,,,,,,,62.55009842,,,,,
Mauritania,MRT,,,,,,,,,,,,,,,,47.72000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61339951,,,,,20.61319923,,,
Mauritius,MUS,,,36.50999832,,,,,,,,,,48.09999847,,,,,,,,,,,50.86000061,55.34999847,,,60.31000137,,61.00999832,53.34999847,56.86999893,57.02999878,56.88999939,57.29000092,50.29000092,,,,,49.38000107,51.23820114,50.90380096,52.44950104,50.10829926,48.66270065,47.75450134,44.97700119,42.49599838,41.58580017,42.91009903,42.40449905,42.70669937,43.21609879,44.08520126,45.99039841,45.10110092,44.78639984,45.64099884,,
Malawi,MWI,,,,,,,,,,,,,,,,53.54000092,,,,,,,,81.73999786,,,,56.59000015,,,,,,,,,,,53.84000015,,,,,,80.30000305,68.62789917,,,,,,,,65.12059784,,,,46.13270187,,,
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,54.22000122,,,,,,,,,,,44.86000061,,,,,,,,,,,,,,,,,,,,,,,43.36000061,42.66999817,42.93999863,43.02000046,43.77000046,,
North America,NAC,56.40000153,55.85401935,55.79999924,55.20000076,55.29999924,55.79999924,57.09999847,57.70000076,57.70000076,58.90000153,59.79999924,59.64198639,61.79999924,63.70000076,64.90000153,64.59999847,65.12258779,66.48838757,67.93691409,68.48068308,68.14738297,67.8592901,67.21222947,67.15187657,67.72715229,68.33054068,68.7150715,68.59104878,68.61787984,68.85461872,67.55890524,66.20947206,66.10549791,65.93581734,66.28854001,66.11596085,65.36579296,65.29685326,65.47712072,65.28245173,65.66942052,64.54029852,63.5963436,62.10881767,61.68518901,61.26031754,61.1495079,60.10919368,59.59002096,57.66289197,56.04651753,55.86570512,56.53787869,55.87437279,55.87222449,55.8637568,55.96687267,56.2534539,55.96901393,56.6806267,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.06999969,,,35.95000076,,,30.62999916,,,29.67000008,41.66999817,,,30.65999985,,,,36.40000153,,,,31.11359978,34.23989868,32.65399933,,36.58589935,,29.22800064,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.04999924,,,,,,
Niger,NER,,,,,,,,,,,,,,,,,,40.61000061,,,,,,,,,,,,,,,,,,,,,,,,53.86999893,,,,55.72000122,,,,,,70.97730255,30.26230049,,62.11610031,,,13.92920017,,,
Nigeria,NGA,,,,45.99000168,,,,,,,,,,,,,,,,,,,,32.56000137,,,30.35000038,,,,,32,,,,,,,,,,,,,36.49000168,,,,,,,30.78660011,,23.55380058,,,,,,31.88360023,
Nicaragua,NIC,,,,51.22999954,,,,,,,,42.45000076,,,,,,47.00999832,,,,,,,,,,,,47.54999924,48.75999832,49.16999817,,,,48.15999985,48.68000031,,49.5,59.50999832,50,,,,,,47.74000168,,,,,,70.40100098,,51.66249847,,,,,,
