Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,NLD,66.41000366,,,,,,,,,,,,,,,,,48.18000031,,47.43000031,49.29000092,48.54000092,49.27999878,48.74420166,,46.90280151,48.54999924,60.00139999,56.96580124,57.52610016,59.58810043,60.34469986,60.91519928,60.48400116,60.58739853,62.00370026,61.11040115,63.07709885,66.10600281,67.70179749,72.15509796,73.57450104,73.91940308,73.5667038,71.99729919,67.31909943,67.18789673,69.57659912,70.31729889,70.03250122,68.2602005,68.08509827,69.21399689,69.19819641,67.35359955,68.46649933,68.19779968,68.34590149,68.87439728,70.01029968,
Norway,NOR,55.70000076,,,,,,,,,,50.43999863,,,,,,,,,,60.70999908,59.5,60.04000092,60.90999985,58.79000092,60.31000137,64.34999847,65.94000244,67.11000061,62.27000046,60.50799942,57.6590004,56.74300003,55.47600174,55.43299866,54.83879852,60.84230042,63.70349884,65.8015976,64.73370361,65.99220276,66.11750031,65.5338974,63.65719986,62.95869827,60.31150055,57.43899918,58.82440186,61.97679901,57.89459991,56.71469879,55.61709976,57.02529907,57.02270126,54.41389847,55.90319824,54.56140137,53.74319839,54.34740067,55.48120117,
Nepal,NPL,,83.37999725,,,,,,,,,,62.50999832,,,,,,,,,,63.38999939,,,,,,,,,,57.02000046,,,,,,,,81.54000092,,,,90.59999847,,,,,75.91999817,,,,,,,,,28.63739967,,,
Nauru,NRU,,,,,,,67.41999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.38999939,,,,,,,,,,,52.29019928,,,,,,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,74.49140167,73.48529816,69.96109772,67.71219635,68.48789978,67.39389801,65.52639771,64.69300079,66.02619934,67.09999847,66.98259735,66.72070313,64.95349884,62.94269943,62.6794014,62.96979904,63.63219833,62.40990067,62.18600082,62.3512001,64.40809631,64.37329865,62.68330002,60.70489883,59.08280182,58.54660034,58.37739944,57.91540146,60.00709915,61.35509872,62.30020142,63.1515007,63.80530167,63.6568985,
OECD members,OED,,,,,,,,,,,,,,,,,,,,,56.51681391,56.96376148,,56.10664665,57.03616004,56.57090492,56.97642257,57.31974227,56.12955323,56.40083964,54.39004627,55.02925038,53.96694132,52.72781001,53.0435128,52.41281793,51.94330895,51.57249808,51.66586641,51.62704744,51.52294897,51.19802928,50.56992956,49.85346525,49.49591203,49.65098293,49.39169656,49.11961112,48.93362533,48.1223192,47.43898945,47.38471292,47.52729286,47.22735959,47.23475627,47.19259647,47.28083633,47.34099683,47.50403808,47.92142013,
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79000092,,,,,,,,,,,,,39.75,,,,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,,,,,,,,,,,,,,,,,42.41999817,42.5,42.5,42.5,42.49000168,45.75999832,45.70000076,44.75,44.72999954,43.08000183,42.41999817,,41.86999893,17.89999962,41.86000061,41.75999832,41.75,40.29999924,39.50999832,39.06000137,,41.18999863,40.25999832,,40.54000092,,43.41999817,,43.58000183,,42.34930038,41.27270126,40.73139954,41.0768013,41.58250046,40.24779892,,41.40370178,40.04990005,40.29389954,,,40.03900146,,
Panama,PAN,51.75,,,,,,,,,,55.41999817,,,,,,,,,48.38000107,41.31999969,,,43.93000031,45.24000168,45.91999817,44.99000168,,47.61000061,48.65999985,43.61000061,48.36000061,,51.75,51.02999878,50.93999863,47.40000153,50.45999908,50.52999878,50.66999817,47.29999924,,49.06000137,49.50999832,49.27000046,48.91999817,47,47.13000107,49.75,49.79000092,44.38430023,41.18909836,44.35359955,44.63779831,42.47949982,41.46530151,41.60800171,41.63639832,43.63069916,44.17829895,
Peru,PER,,49.74000168,,,,,,,,,,,39.63000107,,,,,,,41.93000031,41.91999817,38.77999878,42.04000092,,41.83000183,,48.40999985,48.31999969,,48.59999847,48.29999924,42.63999939,45,45.22999954,47.88000107,51.59000015,,52.81000137,54.86000061,57,52.04999924,55.15999985,60.52310181,62.47109985,64.78710175,61.80049896,64.66919708,67.20410156,67.75610352,68.14700317,68.85430145,67.34329987,66.95290375,65.48870087,63.93330002,60.27220154,59.91180038,61.56029892,61.53300095,61.58520126,
Philippines,PHL,47.88999939,,,,,,,,,,47.11000061,,,,,,,,52.25,,,,,50.06999969,,49.45999908,,52.33000183,51.43999863,49.40000153,50.00999832,49.93999863,50.38999939,49.74000168,49.06000137,50.08000183,50.15999985,48.56000137,50.02000046,49.11000061,47.27999878,44.47969818,49.08000183,43.05390167,43.76929855,43.38370132,42.75799942,41.97109985,41.47109985,41.84349823,41.43220139,43.14170074,42.62609863,41.83050156,42.55580139,40.46020126,40.12379837,37.10400009,35.70100021,34.75370026,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.41999817,,,,,27.09499931,,,,,31.5,,,,,,,,,29.36949921,,,,,,
Papua New Guinea,PNG,,,,,,,87.73999786,,,,,68.41000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.18999863,,,,,,,,,,37.26539993,,,,,,,,,,
Poland,POL,60.43999863,,,,,,,,,,52.02999878,,,,,,,,52.43999863,,,,,,,,,,44.34000015,,,,44.7820015,42.2179985,41.52099991,39.68099976,38.96099854,36.01160049,35.31940079,34.49819946,37.51720047,39.78739929,37.73099899,36.16749954,35.14339828,35.69169998,34.16830063,32.97840118,33.0685997,33.76679993,34.58000183,33.53030014,33.58110046,33.29560089,33.86119843,32.83140182,34.50859833,34.80350113,35.08580017,35.18809891,
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,28.95999908,,,,,,,,,,28.48999977,,,,,,35.02000046,32.97000122,32.75999832,33.58000183,28,32.79000092,32.5,29.51000023,31.26000023,31.59000015,27.65999985,28.30999947,31.04999924,,32.04999924,33.72000122,32.47000122,36.70000076,,34.95999908,35.93000031,38.11000061,38.40999985,38.15999985,36.04000092,,37,38.5,38.13000107,39.88999939,35.74000168,31.80999947,30.75,,25,24.5,26.39999962,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,57.68999863,,,,,,,,,,64.48999786,,,,,,,,69.94999695,70.98999786,71.29000092,71.51999664,70.41999817,,62.29000092,61.04999924,61.29949951,61.48669815,60.56990051,59.46709824,58.41590118,56.59429932,50.95130157,47.5,45.22800064,43.13589859,42.31240082,44.16049957,47.08589935,46.33179855,44.7881012,46.54790115,47.11520004,44.85189819,42.63679886,42.11859894,41.65319824,41.32929993,40.89080048,38.69670105,36.11869812,38.15090179,37.07590103,35.0021019,34.30339813,33.52690125,33.167099,33.98389816,34.17950058,34.27870178,
Paraguay,PRY,,,56.58000183,,,,,,,,,,55.09000015,,,,,,,,,,53.08000183,,,,,,,63.68999863,59.25,57.97000122,60.38999939,61.54000092,62.75,71.5,65.19999695,,60.70000076,56,,61.09999847,62.45159912,57.64569855,61.46720123,58.77500153,58.96640015,57.28210068,58.57989883,62.64500046,56.99119949,56.82899857,59.00550079,58.00389862,56.04069901,54.06330109,57.667099,56.38050079,58.55009842,59.2820015,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63949966,23.99710083,21.7602005,23.97100067,22.99449921,23.21080017,23.51339912,24.73399925,25.17429924,24.94529915,24.87229919,26.83769989,27.94000053,27.69190025,28.0156002,30.87770081,30.97389984,31.44169998,30.50180054,30.2663002,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,57.10187496,57.4033073,57.22854386,56.43415333,56.66580455,57.4621313,57.36271672,57.49847073,57.51423732,57.04369352,55.77266852,56.52198817,55.70013418,54.76182473,53.9921972,53.77469922,52.86517186,52.8687533,52.46937065,52.77848529,52.43728167,53.23007407,51.99583015,51.74175082,51.00603767,51.57690878,51.67829253,51.5765342,51.1792353,50.79327699,49.67454139,48.66653606,48.45909744,48.56260219,48.24578328,47.79439124,47.74647082,47.90092192,48.05315204,48.23734621,48.87673425,
French Polynesia,PYF,,,48.22999954,,,,,,,,,,,,,,,,,,,,,29.71999931,,,,,51.06999969,,,,,,,,42.83000183,,,,,,40.08000183,,,,,36.91999817,,,,,40.27999878,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,45.47000122,,,,,,,,,,,33.47000122,,,,,,,42.22000122,,54.79000092,67.54000092,71.36000061,71.01999664,,68.75,69.23999786,64.18000031,67.41000366,69.16000366,72.30000305,67.76999664,68.77999878,,
Romania,ROU,,,,,,,64.26999664,,,,,,,,,,,58.91999817,,,,,,,,,,,,,,,59.50999832,,,53.25,49.95000076,46.1576004,44.93769836,42.70700073,41.32210159,39.64509964,37.35749817,33.93610001,36.07749939,31.24290085,30.56310081,30.52370071,30.40749931,30.92959976,31.20759964,30.71159935,30.54070091,30.07010078,29.56130028,31.27350044,28.03089905,29.95199966,29.50139999,29.63299942,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.79999924,,,54.66500092,52.5320015,50.86899948,50.41500092,47.06900024,43.21500015,40.5379982,45.17100143,43.64099884,40.83499908,40.50899887,39.17399979,39.3730011,39.20100021,38.89199829,39.40599823,41.83800125,42.09999847,41.23199844,41.39160156,39.57500076,39.87419891,38.78749847,37.9211998,37.66759872,35.37210083,34.12760162,33.10559845,
Rwanda,RWA,,,,,,,,,,,,,,,,,,,91.47000122,,,,,,,,,,,,,,,,,,78.98999786,,,,,,,,,,,,,,,,,,65.45240021,,,38.51050186,38.64300156,37.95320129,
South Asia,SAS,,,,,,,,,,,,43.41625459,,,,,,,,,,52.48079264,,,,,,,,,,47.05425713,,,45.65042223,,,,,,45.68278268,42.43000031,,,,43.73049436,,,,,37.41148091,,32.73942089,,,,,,28.55075625,,
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04000092,,,,,,,20.48999977,18.23999977,17.51000023,17.39999962,,,,19.98999977,18.06999969,17.17000008,15.67000008,,17.70999908,17.44000053,17.64999962,17.64999962,16.28000069,17.60000038,,19.28000069,,
Sudan,SDN,,,,,,,,,,,,,,44.25,,,,,,,,,,47.84000015,,,,,,,34.59999847,,,38.13000107,,,35.36999893,,,,,,,,,,,,35.59999847,,,30.30620003,,,,,,,,,
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.54999924,,,,,,,,,,,,,,57.11999893,,,,38.49000168,,,,,40.81999969,,,,28.04089928,,,,,
Singapore,SGP,,,,,,,,,,,60.36999893,,,,,58.83000183,59.72999954,60.04000092,61.43000031,63.34000015,66.44999695,,65.08999634,64.75,62.38000107,60.18999863,58.65999985,56.86000061,55.83000183,56.18999863,,,45.24000168,43.79000092,42.61999893,36.84999847,38.54999924,35.66999817,31.43000031,,,,,,,,,,,,,,37.77999878,36.18000031,37.54999924,40.59000015,39.36999893,38.24000168,38.13000107,38.25999832,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.78410339,,,,,,,
Sierra Leone,SLE,,,,56.54000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.20999908,42.25,,,,,37.88999939,36.15999985,,,,28.77869987,,,,,,
El Salvador,SLV,,52.09999847,,,,,,,,,,55.34999847,,,,,,,50.36999893,53.08000183,53.18000031,,,,,,,,,,51.00999832,47.27999878,50.25,51.97000122,51.36000061,50.18000031,47.74000168,46.72999954,50.90999985,49.31999969,,,45.70999908,48.72000122,46.99000168,,47.54000092,47.08000183,,50.43999863,47.5257988,47.76710129,48.1882019,47.54150009,46.30550003,45.72340012,46.19459915,46.59019852,46.3280983,47.30210114,
San Marino,SMR,,,,,,,,,,,,,,,,,61.95000076,,,,,,,,,64.40000153,61.45000076,63.61000061,61.81000137,59.40000153,59.29999924,58.72000122,58.31999969,55.36999893,,52.74000168,52.74000168,51.75999832,51.18000031,49.61000061,,,,,,,,,,,,,,,,,30.37000084,,,36.15000153,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.38999939,33.27999878,32.54029846,28.91329956,28.20610046,28.47789955,29.63069916,28.70219994,28.46030045,29.21240044,30.31040001,30.63879967,30.00209999,29.63739967,
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.48000336,,,,,,,,,,,,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,48.77999878,,,,,,,,,,43.34999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,,,,,29.85000038,,,,,,,,,,,,,,,,22.17000008,,,,,,,,,21.95000076,36.29000092,,35.81999969,33.27000046,30.57999992,28.81999969,,,,25.5,,,,,,,,,,33.40999985,33.93999863,32.65999985,30.95999908,31.43000031,32.06999969,31.12000084,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.59000015,,52.09000015,47.35800171,46.27899933,46.62099838,47.02000046,45.3973999,45.75350189,44.76350021,45.28580093,42.77159882,40.65390015,39.12469864,36.64979935,35.34830093,34.62580109,32.40010071,31.39559937,31.06909943,30.07439995,30.48830032,30.77669907,30.97550011,31.72200012,32.40810013,33.18249893,32.28829956,29.6833992,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52999878,,31.29000092,39.45999908,41.63999939,42.63470078,46.06389999,43.96070099,40.4076004,37.29539871,35.97539902,36.56620026,33.75090027,39.3321991,40.51850128,40.61449814,41.83029938,42.88420105,40.88059998,39.92589951,37.42160034,34.37279892,33.83399963,33.59740067,35.3445015,33.74480057,39.125,38.5564003,36.21789932,
Sweden,SWE,,,,,,52.27999878,,,,,,,,,,66.73000336,67.68000031,,,,,,66.69999695,65.37999725,64.73000336,65.97000122,67.30000305,66.31999969,,69.29000092,69.08599854,65.83999634,60.36999893,54.90599823,53.55400085,45.4416008,43.14670181,41.07749939,40.59600067,42.30179977,40.7132988,52.35770035,50.51810074,50.62319946,48.54299927,49.8893013,51.33710098,52.24020004,52.84270096,51.02230072,51.63130188,52.98410034,52.58509827,54.49720001,55.44800186,55.13529968,54.84140015,54.70009995,54.09289932,55.01269913,
Eswatini,SWZ,,,,,,,55.36999893,,,,,,,,,,29.90999985,,,,,,,,,,36.31000137,,,,,,,,,44.5,,30.5,,,,,,,,,,,,,,,,,,,24.89780045,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,70.70999908,,,,,,,,,,,72.06999969,,,,,,74.58000183,,,,,,,,,,,,,,,,,56.52000046,,,,,,,,61.90999985,,,,,,,,,51.95999908,,,57.02700043,55.57429886,55.24459839,55.20859909,54.81779861,47.63600159,
Syrian Arab Republic,SYR,43.18999863,,,,,,,,,,39.13999939,,,,,,,,,,,37.38000107,,31.54999924,39.16999817,,,,,,,,,,,,,,42.77000046,43.45000076,40.97999954,47.20999908,52.06000137,40.61000061,,,34.40999985,32.93999863,32.29000092,29.64999962,,,,,,,,,,,
Turks and Caicos Islands,TCA,69.16999817,,,,,,,,,,,,,,,,,,,,55.99000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,,,,,,,,,,,,,,,,,52.38000107,,,,,,,,52.70000076,,,,,56.52000046,,,,,,,,,,,,,,,,,,,,,,,,,38.50859833,,
East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,,82.59504981,,,,,,,,73.76194402,,,,,,,,,,63.12664115,,,,,,,,,,54.89333559,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19650993,,,42.9817201,43.71100723,,40.53773492,40.36163874,38.60233275,38.96204208,37.33634651,36.74307155,36.49568979,38.34499418,38.17528087,37.91762038,38.11397299,36.9813972,37.4235611,37.64127679,37.49612822,37.00892302,37.10300207,36.78293051,36.95455124,
Togo,TGO,,,,,,,,,,,,,,,,,,,,,62.29999924,45.13999939,,,,,,,,,,,,,,,,,,,,,,,,,65.75469971,,,,,64.78320313,,,50.07189941,54.87649918,,25.16530037,,,
Thailand,THA,,,,,,,,,,,,,,,,,47.79999924,,76.54000092,72.80000305,76.55000305,,78.16999817,,77.33000183,,,77.62999725,78.44000244,79.68000031,77.52999878,,,,63.79000092,,60.59999847,59.24000168,56.72000122,53.34999847,53.36000061,54.18000031,,51.38999939,52.20999908,51.63999939,48.84999847,49.47000122,48.99000168,48.83000183,46.73009872,47.95000076,47.5,44.12990189,42.94419861,42.0603981,41.58200073,40.83539963,41.62870026,40.41450119,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,54.91999817,,,,,25.68720055,,,,,,,26.36000061,,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,52.03271331,,,,,,,,,,47.79454958,,,,,,,,,,51.23571184,,,,,,,,,,52.56726976,55.34640662,57.73698256,56.0167945,,56.44054006,55.75362483,55.9035488,56.20435142,56.44774772,,55.76809328,55.66479845,55.86416511,55.53578025,54.84401242,55.10305506,54.3001483,53.86797234,53.53863688,,51.74361656,51.24496339,50.5072278,49.84478522,50.23572122,50.14336642,49.63864246,49.78713802,49.92785509,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.25999832,,,,,,,,,13.64610004,,,14.15110016,,,39.72750092,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.70177762,33.12860967,32.39968973,31.79374658,,,,29.23745485,28.63488508,28.70635907,27.08954716,,,
Tonga,TON,,,,,,,36.97000122,,,,,,,,,,37.52000046,,,,,,,,,,,,,,42.97000122,,,,39.99000168,,,,,,,,,,,,,,,,,,,,,,,,24.41769981,,
South Asia (IDA & IBRD),TSA,,,,,,,,,,,,43.41625459,,,,,,,,,,52.48079264,,,,,,,,,,47.05425713,,,45.65042223,,,,,,45.68278268,42.43000031,,,,43.73049436,,,,,37.41148091,,32.73942089,,,,,,28.55075625,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,,,,,,,,,,,50.18999863,,,,,,,,,53.20999908,46.83000183,53.61999893,,55.47999954,,55.58000183,54.52999878,47.95000076,52.18999863,49.27000046,50.22000122,51.50999832,,48.88000107,,51.22000122,52.06000137,49.90000153,51.22000122,51.15000153,51.68000031,,49.65000153,,,53.81999969,54.43999863,53.74000168,52.13000107,50.45000076,46.43099976,44.89199829,45.27209854,45.24720001,44.28829956,43.60469818,41.54150009,,,,
Tunisia,TUN,,,,,,,38.22999954,,,,,,,,,51,,,,,47.02999878,,,,49.09000015,,,,,41.84999847,,,,,,,,38.83000183,,,,,,,,31.86800003,30.60779953,31.00839996,30.76049995,29.59889984,31.18569946,31.98839951,35.15190125,33.24710083,,28.87949944,30.99760056,30.32019997,,,
Turkey,TUR,76.72000122,,,,,72.01000214,,,,,63.91999817,,,,,62.70999908,,,,,65.20999908,,,,,64.05000305,,,57.09000015,56.25,54.66999817,55.34799957,52.97800064,48.07899857,51.13899994,48.59899902,48.52999878,47.01900101,46.0019989,46.63600159,42.52099991,42.10900116,40.85800171,38.39899826,37.78699875,37.73099899,36.27339935,36.49349976,37.13890076,37.44419861,37.36579895,38.47000122,37.37110138,38.82080078,40.78499985,41.77890015,42.34349823,43.21640015,43.81309891,44.28139877,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.52780151,,,,
Tanzania,TZA,,,,,,,,,,,,,,,,,,,61.63999939,,,,,,,,,,,,,,,,,,,,,,,77.96279907,,,,,79.6414032,,,,,66.19000244,,64.80999756,72.37139893,,,,,,
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.33000183,,,,,,,,,,,,,,,,,,,,,53.69490051,75.81999969,,,,37.76250076,,,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,37.58000183,,,,,,,,,,34.49000168,,,,,,45.54000092,,,51.02000046,42.11999893,,39.31000137,39.59999847,38.54999924,,,,,,,,,,,38.41999817,36.29000092,35.06999969,34.38999939,33.66360092,36.22480011,
Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.52608484,,,,,,,,,,59.77109066,,,,,,,,,,50.98936229,,,,,,,,,,
Uruguay,URY,,,,57.77000046,,,,,,,,,,,,54.15000153,,,,,,,,,54,41.16999817,,,,,32.15999985,53.86999893,54.24000168,54.11999893,57.54999924,58.38000107,57.40999985,,59.55690002,57.5223999,57.9673996,59.52909851,55.12229919,52.5007019,52.69409943,53.06409836,53.40319824,55.04579926,53.88819885,54.11669922,53.64910126,54.62530136,53.42559814,53.36600113,53.0746994,50.63439941,49.46049881,48.02830124,47.73740005,45.7521019,
United States,USA,56.40000153,56.29999924,55.79999924,55.20000076,55.29999924,55.79999924,57.09999847,57.70000076,57.70000076,58.90000153,59.79999924,59.90000153,61.79999924,63.70000076,64.90000153,64.59999847,65.30000305,66.69999695,68.19999695,68.59999847,68.09999847,67.69999695,67.19999695,67.09999847,67.69999695,68.30000305,68.59999847,68.40000153,68.40000153,68.59999847,67.30000305,66,66.09999847,66.09999847,66.54689789,66.43789673,65.70469666,65.71050262,65.87159729,65.47740173,65.80570221,64.52719879,63.28480148,61.55720139,61.14419937,60.78020096,60.61709976,59.38890076,58.77690125,56.85910034,55.16579819,54.96889877,55.81610107,55.04959869,55.00780106,54.99629974,55.16490173,55.46640015,55.21559906,55.87639999,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15000153,,,,,,,,,,49.40000153,,,,,,,52.40999985,,,,,,,,,,,,
"Venezuela, RB",VEN,,49.20000076,,,,,,,,,,43.72999954,,,,,,44.13999939,,44.09999847,,42.66999817,42.47000122,41.11000061,42.34000015,42.52999878,42.16999817,41.72000122,41.93999863,43.11999893,44.61000061,45.68999863,44.25,40.90999985,44.11999893,46.40000153,47.29999924,50.25,51.5,,,52.29999924,54.81999969,54.09999847,,46.26580048,45.60969925,44.46120071,43.85229874,42.81969833,41.61220169,40.65610123,39.85269928,,,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,71.54000092,,,,,,,,,,68.31999969,,,,,,,,,,,64.51999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,37.13000107,,,,,,,,,,47.11000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.91999817,,,,,,,69.59999847,66.19999695,63.20000076,60.20000076,56.20000076,60.79999924,58.70000076,57,56.13999939,,,55.917099,,59.48989868,58.13430023,56.34429932,55.03889847,57.52370071,57.58359909,58.91389847,56.61180115,56.4715004,55.14120102,52.89580154,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,73.88999939,,,,,,,,,,78.44999695,,,,,,,,,,,,,,,,,63.05110168,,,54.49440002,44.50849915,,,,,,,,,,
World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75022823,,,,,,,,,,45.30505509,,,,,,,,,,
Samoa,WSM,,41.33000183,,,,,47.41999817,,,,,45.22000122,,,,,42.70000076,,,,,38.54000092,,,,,,,,,,46.45999908,,,,,,,,,,38.88000107,,,,,,,,,,,21.85379982,,21.85000038,,,32.36299896,,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.86179924,,23.04000092,20.20000076,21.21999931,23.70000076,22.44000053,25.97060013,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.68000031,,,,,36.09999847,,,,,,,,,,,30.26000023,,,,25.80470085,,,,,,
South Africa,ZAF,18.39999962,,,,,,,,,,20.5,,,,,,,,,,15.52999973,,,,,16.10000038,,,,,,13.03999996,,,,,,19.60000038,22.89999962,27.10000038,29.37339973,29.67519951,29.88229942,28.68519974,27.12290001,27.78709984,28.36989975,28.54750061,30.73730087,28.0753994,26.15329933,25.49060059,25.38439941,25.77300072,25.28389931,26.6364994,26.42020035,26.67630005,25.43589973,25.68619919,
Zambia,ZMB,,,,,,,,,,12.09000015,,,,,,,,,,,47.79999924,,,,,,,,,,,,,,,,,,,,39.93999863,,,,,68.59999847,,,56.09000015,,,,,,,,,18.95019913,15.59609985,,
Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,55.47999954,,,,59.59999847,53.06000137,,,,,,,,,,54.27000046,,52.15000153,,,,,74.12999725,,,,,,,72.65070343,48.25999832,,75.41809845,,,,,29.85359955,
